               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 154,            0.017388,           0.0062171,           0.0026419,             0.82216,             0.73947,             0.83389,             0.63052,            0.019361,           0.0027277,            0.026924,           0.0024265,           0.0024265,           0.0024265
                 155,            0.017133,            0.005254,           0.0022823,             0.81584,             0.73947,             0.81873,             0.64347,            0.019645,           0.0027401,            0.028138,            0.002377,            0.002377,            0.002377
                 156,            0.017578,            0.005824,           0.0022769,             0.81189,             0.73947,               0.802,             0.62428,             0.01871,           0.0027342,            0.028305,           0.0023275,           0.0023275,           0.0023275
                 157,            0.016981,           0.0048955,           0.0023622,             0.81722,              0.7316,             0.80132,             0.59775,            0.020754,           0.0028136,            0.028111,            0.002278,            0.002278,            0.002278
                 158,            0.016147,           0.0054671,           0.0030987,             0.75002,             0.79105,             0.79938,             0.62676,            0.019413,           0.0027797,            0.027478,           0.0022285,           0.0022285,           0.0022285
                 159,            0.017147,           0.0065244,            0.002859,             0.76838,              0.7984,             0.79148,             0.60485,            0.020714,           0.0027785,             0.02743,            0.002179,            0.002179,            0.002179
                 160,             0.01919,            0.007834,           0.0047088,             0.76707,             0.80367,             0.80643,             0.61112,            0.018488,           0.0027525,            0.026534,           0.0021295,           0.0021295,           0.0021295
                 161,            0.017237,           0.0071323,           0.0032168,             0.84046,             0.75453,             0.82721,             0.63672,            0.018744,           0.0027876,            0.025346,             0.00208,             0.00208,             0.00208
                 162,            0.014729,           0.0055752,           0.0023319,             0.85587,             0.75588,             0.83511,             0.62652,            0.020861,           0.0028467,            0.024437,           0.0020305,           0.0020305,           0.0020305
                 163,            0.017269,           0.0060711,           0.0031474,             0.85838,             0.75544,             0.83419,             0.63053,            0.019249,            0.002816,            0.022929,            0.001981,            0.001981,            0.001981
                 164,            0.016505,           0.0062689,           0.0023388,             0.84532,             0.78924,             0.85976,             0.65044,            0.019689,           0.0028145,             0.02213,           0.0019315,           0.0019315,           0.0019315
                 165,            0.016232,           0.0057389,           0.0039342,             0.85702,             0.76579,             0.86096,             0.63633,            0.020101,           0.0028343,            0.021226,            0.001882,            0.001882,            0.001882
                 166,             0.01685,           0.0059613,           0.0023574,             0.73791,              0.8706,             0.86027,             0.63144,            0.020566,           0.0028305,            0.021744,           0.0018325,           0.0018325,           0.0018325
                 167,            0.018862,           0.0064201,            0.003832,             0.84792,              0.7549,             0.86236,             0.65214,            0.019385,            0.002785,             0.02155,            0.001783,            0.001783,            0.001783
                 168,            0.016182,           0.0062764,           0.0032934,              0.7692,             0.80626,             0.86082,             0.64838,            0.019604,           0.0027819,            0.021832,           0.0017335,           0.0017335,           0.0017335
                 169,            0.015276,           0.0054711,           0.0022183,             0.76966,             0.80579,             0.86033,             0.61958,            0.020931,           0.0028279,             0.02201,            0.001684,            0.001684,            0.001684
                 170,            0.015173,           0.0056989,           0.0020514,             0.77006,             0.80479,             0.86311,             0.65203,            0.020101,           0.0027978,            0.022202,           0.0016345,           0.0016345,           0.0016345
                 171,            0.015147,           0.0055617,           0.0020549,             0.76692,             0.80137,              0.8639,             0.65898,            0.019013,           0.0028059,            0.022805,            0.001585,            0.001585,            0.001585
                 172,            0.015167,           0.0059044,           0.0021136,             0.82322,             0.75071,             0.85134,             0.65266,            0.018901,           0.0027969,            0.023716,           0.0015355,           0.0015355,           0.0015355
                 173,            0.014211,           0.0062621,           0.0023096,              0.8254,             0.75928,              0.8539,             0.65936,            0.019535,           0.0027997,            0.024322,            0.001486,            0.001486,            0.001486
                 174,            0.014612,           0.0065451,           0.0026004,             0.83011,              0.7598,             0.85342,             0.64283,            0.020094,           0.0028253,            0.024445,           0.0014365,           0.0014365,           0.0014365
                 175,            0.014832,           0.0053108,            0.002259,             0.82555,             0.75621,             0.85338,             0.65287,            0.018675,           0.0028088,            0.025634,            0.001387,            0.001387,            0.001387
                 176,            0.014358,           0.0057852,           0.0019334,             0.82355,              0.7561,             0.84697,             0.65888,            0.018451,           0.0028071,            0.025997,           0.0013375,           0.0013375,           0.0013375
                 177,            0.015368,           0.0058085,           0.0023261,             0.84454,             0.73947,              0.8372,             0.62972,            0.018953,           0.0028241,            0.026735,            0.001288,            0.001288,            0.001288
                 178,            0.014572,           0.0059241,           0.0025053,             0.84786,             0.73947,             0.83071,             0.63633,            0.018698,           0.0028126,            0.027168,           0.0012385,           0.0012385,           0.0012385
                 179,            0.015059,           0.0055857,           0.0019128,             0.84902,              0.7378,             0.82803,             0.62838,            0.019114,           0.0028255,            0.027946,            0.001189,            0.001189,            0.001189
                 180,            0.014011,           0.0054138,           0.0023523,             0.77962,             0.78858,             0.82615,             0.63958,            0.018813,           0.0028059,            0.028435,           0.0011395,           0.0011395,           0.0011395
                 181,            0.015078,           0.0056911,           0.0021826,             0.78788,             0.79192,             0.82912,             0.65034,            0.018683,           0.0028431,            0.027762,             0.00109,             0.00109,             0.00109
                 182,            0.014896,           0.0053863,           0.0023674,             0.78691,             0.79211,             0.83572,             0.62922,            0.019164,           0.0028589,            0.027309,           0.0010405,           0.0010405,           0.0010405
                 183,            0.015819,           0.0058496,           0.0020626,             0.79436,             0.79211,             0.84177,             0.65104,             0.01791,           0.0028794,            0.026607,            0.000991,            0.000991,            0.000991
                 184,            0.014676,           0.0059391,           0.0022435,             0.83478,             0.76256,             0.84138,             0.65123,            0.018146,           0.0028884,            0.025991,           0.0009415,           0.0009415,           0.0009415
                 185,            0.014564,            0.005851,           0.0022801,              0.8359,              0.7875,             0.85059,             0.66177,            0.018102,           0.0028799,            0.025347,            0.000892,            0.000892,            0.000892
                 186,            0.013559,           0.0056957,           0.0021547,             0.83301,             0.79211,             0.85153,             0.65872,            0.018721,           0.0028782,            0.025064,           0.0008425,           0.0008425,           0.0008425
                 187,            0.012915,           0.0049875,           0.0025421,             0.85698,             0.79124,             0.85651,             0.66496,            0.018088,           0.0028565,            0.024174,            0.000793,            0.000793,            0.000793
                 188,            0.013061,           0.0051986,            0.001734,             0.85984,             0.78801,             0.86006,             0.66484,            0.018205,           0.0028505,            0.023965,           0.0007435,           0.0007435,           0.0007435
                 189,            0.015292,           0.0052859,           0.0020016,             0.86048,             0.77383,             0.86292,             0.67096,            0.018085,           0.0028217,             0.02387,            0.000694,            0.000694,            0.000694
                 190,            0.013197,           0.0055637,           0.0019367,             0.86209,             0.76579,             0.85573,             0.67724,            0.017717,              0.0028,            0.024233,           0.0006445,           0.0006445,           0.0006445
                 191,            0.014192,           0.0059139,           0.0020988,             0.85924,             0.76579,             0.86244,             0.68082,             0.01754,           0.0028026,            0.023855,            0.000595,            0.000595,            0.000595
                 192,            0.013088,           0.0060831,           0.0017237,             0.86465,             0.77438,             0.86493,             0.68064,            0.017503,           0.0028141,            0.023775,           0.0005455,           0.0005455,           0.0005455
                 193,            0.013579,           0.0062106,           0.0018897,             0.85571,              0.7833,             0.85896,             0.67203,            0.018066,           0.0028179,            0.024502,            0.000496,            0.000496,            0.000496
                 194,            0.013524,           0.0059105,           0.0018123,             0.86189,             0.79099,             0.86098,             0.67522,            0.018144,           0.0028293,            0.024555,           0.0004465,           0.0004465,           0.0004465
                 195,            0.013703,           0.0055453,           0.0018016,             0.86012,             0.79211,             0.86392,             0.68538,            0.017444,           0.0027971,             0.02457,            0.000397,            0.000397,            0.000397
                 196,             0.01321,           0.0053071,           0.0023217,             0.85711,             0.79211,             0.86556,             0.68838,            0.017509,           0.0027931,            0.024584,           0.0003475,           0.0003475,           0.0003475
                 197,             0.01752,           0.0072908,            0.005184,             0.85865,             0.78671,             0.86484,             0.68894,             0.01729,           0.0027788,            0.024548,            0.000298,            0.000298,            0.000298
                 198,            0.013593,           0.0053114,           0.0016481,             0.85568,             0.76579,             0.85455,             0.68083,            0.017296,           0.0027711,            0.025026,           0.0002485,           0.0002485,           0.0002485
                 199,            0.012835,           0.0059398,           0.0019315,             0.85544,             0.76579,             0.85008,             0.66746,            0.017449,           0.0027618,             0.02571,            0.000199,            0.000199,            0.000199
